"","gene","WFe_pH 5.5","LFe_pH 5.5","LFe_pH 7.5","WFe_pH 7.5","cluster","membership"
"124","AT1G61820",0.827006003688906,0.653002756080245,-1.37025651431864,-0.109752245450505,1,0.365230482503016
"125","AT1G62370",1.04539581778418,0.33794436914746,-1.33824806677254,-0.0450921201590982,1,0.617367085741297
"126","AT1G62930",1.19366513021653,0.187371275630272,-1.23200910074011,-0.149027305106693,1,0.709928788121487
"127","AT1G62975",0.947173514604622,0.546304988648519,-1.33375465720365,-0.159723846049491,1,0.47958238584587
"128","AT1G63010",0.81398378767095,0.625813886929971,-1.3941683310644,-0.0456293435365256,1,0.363878107319541
"129","AT1G63180",0.615636611623775,0.617742494800269,-1.47656563802444,0.243186531600391,1,0.258431724598263
"130","AT1G63570",0.754444713944522,0.614918169086147,-1.43137798838624,0.062015105355575,1,0.327534148395106
"131","AT1G64210",0.996710188146969,0.649843931051286,-1.16143488694863,-0.485119232249622,1,0.389598734846328
"132","AT1G64480",1.28676075679978,0.158085091228836,-1.09354695746436,-0.351298890564249,1,0.556659677373277
"133","AT1G64860",0.912104746734343,0.114938191524516,-1.41558730503057,0.388544366771714,1,0.300528107595413
"134","AT1G64970",0.829597366385872,0.255002794029363,0.368348872665131,-1.45294903308037,1,0.149617082528225
"135","AT1G65970",1.10927387534823,0.411402588602456,-1.23152340022364,-0.289153063727047,1,0.619083322658605
"136","AT1G66270",1.28182281729144,0.307030604963875,-0.809172455943139,-0.77968096631218,1,0.339280926371363
"137","AT1G66725",1.18939442840899,0.441805515338416,-0.988432480455634,-0.642767463291769,1,0.401090572093219
"138","AT1G66760",1.36166801284886,0.130948432509557,-0.660398955628644,-0.832217489729772,1,0.300299125829818
"139","AT1G68360",0.859807668335871,0.649850968150149,-1.34596800472307,-0.163690631762955,1,0.384099766131405
"140","AT1G68530",1.13905032899582,0.479856611726393,-0.524960817698763,-1.09394612302345,1,0.243784688008346
"141","AT1G69440",1.19643867169432,0.243410739530554,-1.20608442898183,-0.233764982243047,1,0.704272673565965
"142","AT1G69800",1.24375783060328,-0.0932649168712799,-1.2007666970742,0.0502737833421962,1,0.393679942641667
"143","AT1G70090",1.43336789061386,-0.0618122137111944,-0.662829494596907,-0.708726182305761,1,0.298273764643285
"144","AT1G70210",0.558663232370735,0.531863758912109,-1.49668132588079,0.406154334597942,1,0.232171172661896
"145","AT1G70750",0.995117202267234,0.50606383562459,-1.31044268414748,-0.190738353744343,1,0.530657743688865
"146","AT1G70790",0.624541944467932,0.630889694897749,-1.47147859793033,0.216046958564648,1,0.262005959928923
"147","AT1G70880",1.06954594640148,0.606964481669442,-1.04113692687899,-0.635373501191926,1,0.366126334934584
"148","AT1G70895",1.2945299839762,0.257543554439581,-0.612639547952488,-0.939433990463291,1,0.281476583987657
"149","AT1G70920",0.768260484190689,0.280823801519062,-1.46810584014031,0.419021554430555,1,0.275119573324891
"150","AT1G71030",0.943985024421222,0.523303407115998,-1.34950870861902,-0.117779722918203,1,0.486024259275943
"151","AT1G71880",1.02293615212529,0.557197937092565,-1.23431934770972,-0.34581474150813,1,0.483487849085643
"152","AT1G72120",1.0909207136804,0.591321402100516,-0.991556638501212,-0.690685477279706,1,0.352012142510739
"153","AT1G72640",1.3771323785858,-0.0629253703859666,-1.000597884994,-0.313609123205834,1,0.414331951499998
"154","AT1G73210",1.38452758799587,-0.142166167151434,-1.00271785736503,-0.239643563479402,1,0.373493128764709
"155","AT1G73300",0.548921683044818,0.51224204000403,-1.49837803189769,0.43721430884884,1,0.226799593982264
"156","AT1G74470",1.05898128589505,0.0352177180446971,-1.34668771422304,0.252488710283288,1,0.369082617644112
"157","AT1G74850",1.29361755956526,0.0313634242863525,-1.13566204718735,-0.189318936664272,1,0.539432847452704
"158","AT1G75220",0.722204850025771,0.478291863050105,-1.4746226669126,0.274125953836721,1,0.298460750834573
"159","AT1G75900",1.03119540262156,0.517533539898295,-0.289846975191337,-1.25888196732852,1,0.204742489578624
"160","AT1G75920",0.843431236417755,0.703462245115915,-1.3199469226175,-0.226946558916174,1,0.353065852871237
"161","AT1G76080",0.931071793106291,0.477847266351558,-1.37982641079076,-0.0290926486670875,1,0.4793870079474
"162","AT1G76410",0.999391581159202,0.363795277419465,-1.36706051746156,0.00387365888289091,1,0.550087735976723
"163","AT1G76490",1.0709652652781,0.147546722694341,-1.3471169676031,0.128604979630649,1,0.49003667585584
"164","AT1G76540",1.1832226844522,0.0282489374102156,-1.26351781556646,0.0520461937040399,1,0.496176558859903
"165","AT1G76620",1.47946806147414,-0.295078446550451,-0.485626553535631,-0.698763061388062,1,0.249220359309807
"166","AT1G76705",1.15340204250266,-0.0526441243683557,-1.27875328843101,0.177995370296704,1,0.37158693642081
"167","AT1G76730",0.664186051127272,0.663240496742535,-1.45045920273718,0.123032654867369,1,0.277396720312637
"168","AT1G76878",0.892093114581945,0.121981644688074,-1.42221947752056,0.408144718250543,1,0.290305676677497
"169","AT1G77060",1.44567143170116,-0.138527402587037,-0.788722881870673,-0.518421147243454,1,0.322129092694052
"170","AT1G77131",1.29644680177459,0.27353794733442,-0.862376563246671,-0.707608185862334,1,0.366690885816959
"171","AT1G77530",0.965843884868388,0.364261897490475,-1.38957623930796,0.059470456949094,1,0.498005267386287
"172","AT1G77590",1.31056361201587,-0.153339337647951,-1.12144086514353,-0.0357834092243914,1,0.360434537326636
"173","AT1G78070",1.07354346840136,0.423837262071366,-1.27156313692041,-0.22581759355232,1,0.622331090966025
"174","AT1G78520",1.3963869553973,-0.0182041128743957,-0.912785528647472,-0.465397313875433,1,0.38802109155801
"175","AT1G78660",0.93352252342416,0.711339445389427,-1.1896818819334,-0.455180086880186,1,0.35603117160536
"176","AT1G78915",1.40612785208922,0.00370685914489254,-0.584555886961263,-0.825278824272848,1,0.281690411675829
"177","AT1G79410",0.913429512139489,0.522653029900677,-1.37428581496387,-0.0617967270762911,1,0.458461020921682
"178","AT1G79580",1.29798732661394,-0.0907470759852995,-0.0659030264692206,-1.14133722415942,1,0.201092616049715
"179","AT1G79850",1.11379417185552,0.0936265033834128,-1.31847053415662,0.111049858917684,1,0.491471301264209
"180","AT1G80110",1.15175877519587,0.304964294974858,-0.218740376298766,-1.23798269387196,1,0.208585452986869
"181","AT1G80320",1.45368458730256,-0.139242961983469,-0.699257255131055,-0.615184370188034,1,0.300502101937336
"182","AT1G80590",1.0448429880402,0.61210587118334,-1.11210250629409,-0.544846352929442,1,0.393718352255855
"183","AT2G01180",1.25231267101195,0.264083254494787,-1.08396222358599,-0.432433701920742,1,0.536261560663455
"184","AT2G01818",1.08673333114433,0.239963166197315,-1.32718804403534,0.000491546693686999,1,0.621938933057729
"185","AT2G02080",1.44266837001613,-0.110555015193162,-0.764093832923494,-0.56801952189948,1,0.320105561983289
"186","AT2G02580",0.876650034802893,0.613317035327807,-0.134522235874375,-1.35544483425632,1,0.179867151648245
"187","AT2G02590",1.23139590715317,0.35763246135326,-1.01045117098051,-0.578577197525919,1,0.441221944762423
"188","AT2G02610",1.05062249897592,0.551018344789301,-1.19448554107834,-0.407155302686877,1,0.472780058319879
"189","AT2G02630",1.09541198819726,0.489575212360648,-0.402431762495802,-1.18255543806211,1,0.222590014638213
"190","AT2G02640",0.987532666361669,0.14287519241761,-1.39147717374203,0.261069314962757,1,0.380686134244247
"191","AT2G02690",1.14641474111819,0.51385719438546,-0.977500439750143,-0.682771495753511,1,0.372237325894593
"192","AT2G03260",1.30420608224103,0.22294322717204,-0.967597087153569,-0.559552222259501,1,0.435180311501111
"193","AT2G03505",1.2111747923542,0.0786366079919962,-1.23442464898551,-0.0553867513606846,1,0.595342248669372
"194","AT2G05180",1.32218723140712,-0.151115062959122,-1.10672710054819,-0.0643450678998094,1,0.36655745106458
"195","AT2G05440",0.869252518842782,0.314917529442088,-1.4418195875527,0.257649539267833,1,0.36063869490185
"196","AT2G05960",1.21792659215968,0.363706214100851,-1.04926508180261,-0.532367724457922,1,0.470510610943006
"197","AT2G08650",0.900965831829598,0.144881171740742,-1.42302683988366,0.377179836313325,1,0.307209822936775
